frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
360,18.098,61.57,61.63,0.007,"(217, 354, 320, 528)"
361,18.144,61.47,61.53,0.016,"(217, 354, 320, 528)"
362,18.193,61.54,61.60,0.028,"(217, 354, 320, 528)"
363,18.239,61.38,61.44,0.008,"(217, 354, 320, 528)"
364,18.287,61.48,61.54,0.230,"(217, 354, 320, 528)"
365,18.335,61.40,61.45,0.023,"(217, 354, 320, 528)"
366,18.384,61.24,61.28,0.018,"(217, 354, 320, 528)"
367,18.433,61.26,61.31,0.007,"(217, 354, 320, 528)"
368,18.482,61.35,61.40,0.013,"(217, 354, 320, 528)"
369,18.531,61.37,61.43,0.015,"(217, 354, 320, 528)"
370,18.578,61.47,61.53,0.017,"(217, 354, 320, 528)"
371,18.626,61.39,61.45,0.013,"(217, 354, 320, 528)"
372,18.672,61.45,61.51,0.014,"(217, 354, 320, 528)"
373,18.720,61.36,61.41,0.016,"(217, 354, 320, 528)"
374,18.770,61.16,61.20,0.018,"(217, 354, 320, 528)"
375,18.818,61.19,61.24,0.022,"(217, 354, 320, 528)"
376,18.867,61.18,61.23,0.007,"(217, 354, 320, 528)"
377,18.913,61.17,61.22,0.008,"(217, 354, 320, 528)"
378,18.962,61.06,61.10,0.202,"(217, 354, 320, 528)"
379,19.008,61.11,61.16,0.018,"(217, 354, 320, 528)"
380,19.058,61.09,61.14,0.019,"(217, 354, 320, 528)"
381,19.105,61.32,61.37,0.015,"(217, 354, 320, 528)"
382,19.153,61.22,61.27,0.010,"(217, 354, 320, 528)"
383,19.200,61.32,61.37,0.016,"(217, 354, 320, 528)"
384,19.248,61.15,61.20,0.023,"(217, 354, 320, 528)"
385,19.296,61.15,61.19,0.023,"(217, 354, 320, 528)"
386,19.343,61.06,61.09,0.014,"(217, 354, 320, 528)"
387,19.393,61.16,61.20,0.017,"(217, 354, 320, 528)"
388,19.442,61.02,61.05,0.003,"(217, 354, 320, 528)"
389,19.489,61.09,61.12,0.007,"(217, 354, 320, 528)"
390,19.537,60.94,60.96,0.014,"(217, 354, 320, 528)"
391,19.583,61.19,61.23,0.016,"(217, 354, 320, 528)"
392,19.633,61.10,61.13,0.009,"(217, 354, 320, 528)"
393,19.680,61.19,61.23,0.012,"(217, 354, 320, 528)"
394,19.729,61.07,61.11,0.012,"(217, 354, 320, 528)"
395,19.777,61.16,61.21,0.010,"(217, 354, 320, 528)"
396,19.826,60.95,60.98,0.010,"(217, 354, 320, 528)"
397,19.874,61.00,61.02,0.011,"(217, 354, 320, 528)"
398,19.922,60.89,60.92,0.013,"(217, 354, 320, 528)"
399,19.971,61.00,61.03,0.022,"(217, 354, 320, 528)"
400,20.017,60.85,60.87,0.011,"(217, 354, 320, 528)"
401,20.065,60.94,60.96,0.008,"(217, 354, 320, 528)"
402,20.114,60.86,60.88,0.008,"(217, 354, 320, 528)"
403,20.163,61.00,61.03,0.009,"(217, 354, 320, 528)"
404,20.211,60.92,60.94,0.010,"(217, 354, 320, 528)"
405,20.259,61.05,61.08,0.012,"(217, 354, 320, 528)"
406,20.306,60.98,61.01,0.014,"(217, 354, 320, 528)"
407,20.353,61.01,61.03,0.015,"(217, 354, 320, 528)"
408,20.401,60.96,60.98,0.011,"(217, 354, 320, 528)"
409,20.450,60.84,60.85,0.013,"(217, 354, 320, 528)"
410,20.499,60.79,60.80,0.062,"(217, 354, 320, 528)"
411,20.548,60.87,60.89,0.006,"(217, 354, 320, 528)"
412,20.596,60.80,60.82,0.018,"(217, 354, 320, 528)"
413,20.647,60.88,60.89,0.009,"(217, 354, 320, 528)"
414,20.695,60.79,60.81,0.019,"(217, 354, 320, 528)"
415,20.741,60.86,60.89,0.013,"(217, 354, 320, 528)"
416,20.788,60.76,60.78,0.008,"(217, 354, 320, 528)"
