color_bbox_mean_r,color_bbox_mean_g,color_poly_mean_b,color_poly_std_b,hsv_bbox_mean_h,hsv_bbox_mean_s,hsv_poly_mean_h,hsv_poly_mean_s,hsv_poly_mean_v,color_bbox_entropy,color_poly_entropy,ir_cluster,level2_class
73.857,45.916,123.792,16.334,130.183,92.311,30.716,16.784,131.763,6.119,5.559,141.73,Dark oil
73.937,45.898,124.035,16.138,131.835,92.799,29.992,16.402,131.891,6.109,5.588,141.81,Dark oil
73.914,45.836,123.795,16.006,130.127,92.846,31.154,16.707,131.775,6.113,5.557,141.73,Dark oil
73.828,45.916,123.563,16.327,128.659,92.42,30.527,17.143,131.775,6.125,5.572,141.7,Dark oil
73.953,45.905,123.886,16.197,130.589,92.85,28.707,16.687,131.878,6.113,5.559,141.78,Dark oil
117.266,69.931,122.417,13.157,127.239,111.478,139.526,23.503,123.515,6.412,5.24,179.0,Light oil
117.186,70.003,122.122,13.238,127.572,111.315,140.002,22.899,123.323,6.407,5.232,179.05,Light oil
118.081,71.065,122.961,13.122,127.223,110.236,139.713,21.761,124.141,6.415,5.251,179.0,Light oil
117.929,71.255,122.447,13.207,127.383,109.56,140.903,21.604,123.883,6.406,5.258,179.0,Light oil
118.124,71.21,122.525,13.589,126.478,110.226,141.508,20.87,124.066,6.441,5.266,179.05,Light oil
118.762,71.667,122.988,13.463,125.687,110.12,141.365,19.599,124.402,6.449,5.29,179.01,Light oil
118.668,71.827,122.858,13.588,126.09,109.767,139.903,19.694,124.42,6.449,5.284,179.01,Light oil
118.398,71.949,122.466,13.439,126.084,109.304,140.066,18.563,123.826,6.448,5.283,179.04,Light oil
118.156,72.103,122.087,13.375,125.141,108.475,139.784,17.835,123.534,6.451,5.277,179.0,Light oil
118.346,72.186,122.176,13.163,124.486,108.959,138.43,17.472,123.797,6.453,5.255,179.0,Light oil
118.265,72.217,122.318,13.074,124.945,108.685,138.757,17.835,123.911,6.452,5.228,179.05,Light oil
118.044,72.423,121.921,13.052,124.216,107.823,136.593,17.055,123.546,6.456,5.242,179.0,Light oil
117.937,72.486,121.445,13.14,123.741,107.957,134.316,16.293,123.244,6.458,5.249,179.0,Light oil
117.665,72.553,121.512,13.212,122.805,107.646,136.003,15.903,123.055,6.455,5.246,179.05,Light oil
117.437,72.7,121.392,13.234,123.221,106.828,134.17,15.266,122.943,6.45,5.243,179.0,Light oil
117.471,72.762,121.116,13.186,122.607,106.979,130.367,15.175,122.798,6.454,5.256,179.0,Light oil
117.263,72.9,120.835,13.163,122.31,106.673,131.827,15.021,122.623,6.454,5.243,179.05,Light oil
116.951,72.997,120.779,13.144,122.019,105.825,128.505,15.035,122.471,6.449,5.261,179.01,Light oil
116.941,73.059,120.741,13.221,121.212,106.03,121.348,14.493,122.238,6.455,5.284,178.98,Light oil
116.739,73.186,120.518,13.23,121.046,105.573,121.274,14.198,122.096,6.455,5.252,179.05,Light oil
116.528,73.281,120.521,13.011,121.008,105.004,124.136,13.854,121.965,6.453,5.254,179.01,Light oil
116.695,73.221,120.116,13.058,119.929,105.538,122.808,13.365,121.658,6.445,5.263,178.99,Light oil
116.449,73.362,119.866,13.458,119.525,105.194,110.989,13.236,121.609,6.453,5.259,179.05,Light oil
116.663,73.269,119.466,13.245,119.796,105.234,114.31,13.504,121.554,6.456,5.227,179.0,Light oil
116.953,73.226,119.722,13.147,119.97,105.738,115.637,12.814,121.576,6.449,5.228,178.99,Light oil
116.766,73.278,119.279,13.136,119.22,105.475,110.335,12.926,121.329,6.456,5.226,179.05,Light oil
116.637,73.342,119.26,13.278,118.27,105.04,110.207,12.343,121.296,6.451,5.262,179.01,Light oil
116.803,73.368,119.052,13.052,118.937,105.451,105.764,12.336,121.138,6.451,5.226,178.98,Light oil
116.852,73.37,118.786,13.051,118.659,105.469,100.212,12.51,121.015,6.457,5.24,179.05,Light oil
116.521,73.528,118.441,13.196,117.991,104.533,90.975,12.625,120.927,6.453,5.244,179.0,Light oil
116.912,73.45,118.39,13.116,117.59,105.654,94.769,11.655,120.739,6.45,5.226,178.98,Light oil
117.138,73.315,118.119,13.257,118.106,105.91,91.162,12.016,120.883,6.449,5.245,179.06,Light oil
116.849,73.466,117.977,13.235,117.539,105.185,91.386,12.262,120.735,6.447,5.219,179.01,Light oil
116.749,73.521,117.905,13.148,116.585,105.292,78.806,11.273,120.407,6.456,5.246,178.98,Light oil
116.526,73.709,117.7,13.268,116.888,104.647,75.295,11.728,120.228,6.448,5.253,179.06,Light oil
116.32,73.802,117.343,13.253,116.22,104.102,76.554,12.017,120.297,6.449,5.242,179.0,Light oil
116.715,73.649,117.244,13.117,116.311,104.992,67.378,11.543,120.128,6.451,5.245,178.98,Light oil
116.406,73.808,116.942,13.446,115.257,104.532,61.51,11.734,120.053,6.453,5.261,179.05,Light oil
116.153,73.957,116.836,13.252,115.59,103.63,54.83,11.732,119.851,6.452,5.25,179.0,Light oil
116.549,73.845,116.648,13.179,115.434,104.6,58.526,11.745,119.872,6.451,5.24,178.98,Light oil
116.731,73.714,116.379,13.068,115.898,105.102,54.018,12.071,119.958,6.451,5.226,179.05,Light oil
116.386,73.913,116.379,13.352,115.221,104.068,56.347,11.844,119.821,6.449,5.223,179.0,Light oil
116.745,73.771,115.993,13.069,115.164,104.965,47.281,11.822,119.82,6.448,5.213,178.98,Light oil
116.971,73.739,115.723,13.139,115.659,105.283,44.409,12.33,119.913,6.455,5.23,179.05,Light oil
117.122,73.636,115.686,13.013,115.256,105.379,40.809,12.436,120.203,6.455,5.224,179.0,Light oil
117.311,73.661,115.017,13.066,114.975,105.946,38.134,13.276,119.996,6.456,5.206,178.98,Light oil
117.098,73.755,115.163,13.09,114.685,105.744,40.785,13.128,119.921,6.452,5.2,179.05,Light oil
116.764,73.966,114.964,13.272,114.942,104.726,40.294,13.692,119.957,6.457,5.227,178.99,Light oil
116.768,74.003,114.888,13.056,114.296,104.811,38.201,13.452,119.811,6.452,5.219,178.98,Light oil
116.769,74.006,114.585,13.092,114.511,104.789,40.731,13.863,119.723,6.452,5.226,179.05,Light oil
116.733,74.018,114.272,13.186,114.752,104.846,37.489,14.454,119.727,6.45,5.207,179.0,Light oil
117.698,74.672,115.297,12.735,114.562,104.244,35.251,14.041,120.858,6.464,5.201,178.98,Light oil
117.665,74.746,115.101,13.181,114.245,104.637,38.556,14.349,120.606,6.467,5.224,179.04,Light oil
117.616,74.73,114.708,12.975,114.08,104.656,39.126,15.018,120.638,6.457,5.211,178.99,Light oil
118.532,75.466,115.519,12.931,113.541,104.386,37.316,14.828,121.606,6.468,5.205,178.98,Light oil
118.621,75.45,115.363,13.04,113.766,104.679,37.495,16.14,122.038,6.475,5.23,179.04,Light oil
119.678,76.247,116.561,13.192,113.874,104.389,38.94,15.679,123.006,6.477,5.256,178.99,Light oil
119.752,76.336,116.426,13.076,113.713,104.216,37.962,15.878,123.062,6.471,5.235,178.98,Light oil
119.895,76.211,116.578,13.151,113.916,104.557,36.529,15.741,123.191,6.474,5.22,179.05,Light oil
121.045,76.712,116.86,13.367,114.576,104.785,35.71,17.233,124.351,6.485,5.238,178.99,Light oil
121.228,76.729,116.82,12.871,113.589,104.682,31.51,17.462,124.656,6.489,5.246,178.96,Light oil
121.685,76.755,117.08,13.12,114.385,105.551,32.79,17.029,124.539,6.479,5.22,179.05,Light oil
121.35,76.826,117.412,13.208,114.409,104.96,34.838,16.18,124.418,6.48,5.225,178.99,Light oil
121.512,76.762,117.86,12.979,114.267,105.126,34.445,15.633,124.507,6.488,5.241,178.98,Light oil
121.579,76.754,117.454,13.055,114.168,105.532,33.633,15.786,124.396,6.48,5.257,179.05,Light oil
121.393,76.842,117.437,13.082,114.374,105.172,34.179,16.106,124.398,6.48,5.257,178.99,Light oil
121.522,76.764,117.516,13.085,113.785,105.224,35.222,16.731,124.61,6.482,5.228,178.97,Light oil
121.316,76.863,117.616,13.144,114.04,104.93,36.193,15.889,124.382,6.475,5.236,179.04,Light oil
121.143,76.948,117.522,13.064,113.841,104.816,37.417,15.365,124.095,6.48,5.241,178.99,Light oil
121.298,76.905,117.005,13.142,113.795,104.858,33.341,17.048,124.44,6.487,5.257,178.98,Light oil
121.567,76.73,116.706,13.06,114.612,105.525,33.516,17.329,124.39,6.475,5.247,179.04,Light oil
121.437,76.686,117.029,13.19,114.404,105.421,32.651,16.57,124.291,6.481,5.247,178.99,Light oil
121.386,76.733,117.037,13.005,113.773,105.025,31.858,16.671,124.387,6.487,5.246,178.98,Light oil
121.517,76.679,116.736,12.931,114.532,105.426,31.867,16.956,124.247,6.495,5.222,179.04,Light oil
121.194,76.722,117.003,13.0,114.045,105.161,35.289,15.824,123.806,6.479,5.217,178.99,Light oil
121.452,76.651,117.123,13.333,113.745,105.308,33.953,16.244,124.13,6.478,5.257,178.97,Light oil
121.462,76.675,117.152,12.947,114.5,105.453,33.38,15.828,124.013,6.484,5.238,179.04,Light oil
121.438,76.619,117.268,13.045,114.475,105.605,35.158,15.907,124.088,6.483,5.248,178.99,Light oil
121.421,76.668,117.175,13.038,114.191,105.269,34.236,16.309,124.208,6.479,5.232,178.97,Light oil
121.424,76.711,116.984,12.983,114.101,105.418,32.785,16.807,124.276,6.487,5.2,179.04,Light oil
121.514,76.632,117.231,12.926,114.109,105.571,34.571,16.011,124.162,6.487,5.253,178.99,Light oil
121.368,76.75,117.354,12.718,113.3,105.163,32.865,15.639,124.227,6.479,5.227,178.97,Light oil
121.519,76.715,116.899,13.083,113.998,105.352,31.134,16.634,124.297,6.488,5.25,179.04,Light oil
121.508,76.686,117.433,13.089,114.444,105.47,33.996,16.084,124.414,6.478,5.248,178.99,Light oil
121.446,76.777,117.114,13.053,114.331,104.941,32.785,17.151,124.69,6.49,5.233,178.97,Light oil
121.564,76.698,117.512,12.923,113.982,105.58,33.585,15.95,124.441,6.482,5.233,179.04,Light oil
121.566,76.666,117.357,13.186,114.247,105.576,31.992,16.464,124.626,6.482,5.261,178.99,Light oil
121.494,76.799,117.488,13.065,113.806,105.06,32.361,16.096,124.565,6.482,5.228,178.96,Light oil
121.667,76.757,117.591,12.979,114.551,105.652,32.067,16.161,124.656,6.482,5.216,179.03,Light oil
121.604,76.767,117.47,13.176,114.545,105.365,34.518,16.526,124.674,6.485,5.234,178.98,Light oil
121.471,76.874,117.736,13.155,114.48,104.851,34.045,16.191,124.77,6.482,5.239,178.98,Light oil
121.73,76.786,117.523,12.932,114.229,105.514,33.709,16.555,124.816,6.486,5.238,179.03,Light oil
121.577,76.761,117.895,13.246,114.063,105.508,35.268,16.04,124.782,6.476,5.234,178.99,Light oil
121.557,76.875,117.876,13.148,113.998,104.98,34.648,16.093,124.792,6.483,5.238,178.97,Light oil
121.591,76.872,117.924,13.094,114.756,105.264,34.314,16.133,124.974,6.481,5.233,179.03,Light oil
121.622,76.839,118.223,13.152,113.841,105.373,34.115,15.612,124.883,6.475,5.249,178.99,Light oil
121.551,76.946,117.828,13.13,113.605,104.88,32.122,15.927,124.833,6.481,5.23,178.97,Light oil
121.649,76.905,117.835,13.22,113.68,105.359,34.323,16.242,124.936,6.482,5.229,179.03,Light oil
121.628,76.804,117.924,13.143,114.274,105.514,34.429,15.873,124.875,6.474,5.224,178.99,Light oil
121.576,76.873,117.878,12.945,113.576,105.076,32.87,15.561,124.737,6.481,5.253,178.97,Light oil
121.624,76.925,117.879,12.986,114.099,105.274,33.425,16.158,124.953,6.481,5.237,179.02,Light oil
121.55,76.885,117.995,13.195,114.501,105.246,33.801,15.84,124.887,6.485,5.21,178.99,Light oil
121.579,76.921,117.865,12.974,113.634,105.167,34.326,16.07,124.878,6.479,5.234,178.97,Light oil
121.718,76.877,117.981,12.889,114.357,105.373,33.686,15.84,124.899,6.484,5.212,179.02,Light oil
121.616,76.835,117.972,13.079,114.625,105.353,34.875,16.005,124.932,6.477,5.225,178.98,Light oil
121.612,76.887,117.944,13.276,113.644,105.11,34.256,15.851,124.83,6.483,5.243,178.98,Light oil
121.713,76.844,118.034,12.92,114.327,105.384,33.215,15.781,124.939,6.478,5.234,179.01,Light oil
121.649,76.855,117.842,13.039,114.221,105.381,34.035,16.507,125.103,6.472,5.226,178.99,Light oil
121.603,76.907,117.927,12.879,113.649,104.943,33.129,16.113,125.055,6.483,5.245,178.97,Light oil
121.708,76.837,118.004,13.082,114.338,105.468,32.837,15.615,124.812,6.485,5.245,179.02,Light oil
121.648,76.804,117.964,13.119,114.183,105.527,33.615,16.154,124.945,6.478,5.251,179.0,Light oil
121.563,76.898,117.839,13.072,113.727,105.021,35.078,16.134,124.824,6.479,5.219,178.97,Light oil
121.754,76.837,117.987,13.218,114.69,105.476,34.858,16.052,124.963,6.477,5.233,179.02,Light oil
121.65,76.818,117.874,12.956,114.317,105.465,33.59,16.161,124.99,6.481,5.236,178.99,Light oil
121.567,76.923,118.131,12.97,113.367,105.01,33.284,15.633,124.935,6.477,5.248,178.98,Light oil
121.686,76.903,118.05,13.099,114.083,105.174,33.589,15.71,124.836,6.485,5.222,179.01,Light oil
121.686,76.852,118.074,13.158,114.317,105.556,33.907,16.034,125.049,6.48,5.227,178.99,Light oil
121.618,76.919,118.368,13.289,113.451,104.997,32.671,15.321,124.983,6.481,5.229,178.97,Light oil
121.711,76.913,118.067,13.189,114.004,105.343,34.82,16.016,125.081,6.485,5.233,179.01,Light oil
121.691,76.892,118.228,13.074,114.035,105.212,33.409,15.767,125.079,6.481,5.241,179.0,Light oil
121.661,76.966,117.832,12.955,113.987,105.053,33.278,16.475,125.14,6.483,5.228,178.96,Light oil
121.782,76.907,118.222,13.37,113.906,105.609,33.259,16.178,125.243,6.488,5.251,179.0,Light oil
121.678,76.944,118.022,13.16,113.868,105.416,34.003,16.288,125.162,6.479,5.249,178.99,Light oil
121.655,76.946,118.205,13.275,113.959,105.16,33.354,16.048,125.173,6.484,5.224,178.97,Light oil
121.749,76.965,118.006,12.916,114.57,105.354,32.947,16.08,125.117,6.485,5.232,179.0,Light oil
121.76,76.883,118.143,13.002,113.605,105.462,32.901,15.841,125.122,6.47,5.23,179.0,Light oil
121.641,76.977,118.39,13.151,113.146,105.078,35.157,15.892,125.225,6.481,5.237,178.97,Light oil
121.738,76.934,117.986,13.147,114.521,105.346,35.929,16.73,125.228,6.482,5.223,179.0,Light oil
121.728,76.889,118.17,13.018,114.036,105.372,33.832,15.773,125.13,6.476,5.253,179.0,Light oil
121.652,76.997,118.605,12.915,113.749,104.941,35.087,15.868,125.402,6.476,5.211,178.97,Light oil
121.74,76.949,118.047,13.188,114.605,105.271,35.397,16.843,125.423,6.48,5.231,179.0,Light oil
121.741,76.947,118.275,13.041,113.839,105.384,35.27,15.882,125.246,6.474,5.228,178.99,Light oil
121.672,77.002,118.339,13.064,113.865,105.005,34.627,16.015,125.342,6.479,5.229,178.97,Light oil
121.837,76.927,118.449,13.241,114.246,105.484,32.852,15.681,125.304,6.479,5.252,178.99,Light oil
121.804,76.929,118.376,12.973,114.355,105.533,34.078,16.319,125.497,6.474,5.215,178.99,Light oil
121.702,77.041,118.541,12.978,113.482,104.96,33.693,16.125,125.574,6.484,5.212,178.97,Light oil
121.825,77.015,118.436,13.191,114.715,105.202,32.572,16.036,125.54,6.485,5.222,179.0,Light oil
121.815,76.993,118.53,13.177,114.361,105.36,34.19,16.012,125.457,6.48,5.242,178.99,Light oil
121.831,77.062,118.543,13.113,113.975,105.122,34.394,15.901,125.542,6.484,5.248,178.97,Light oil
121.85,77.085,118.578,12.996,114.385,105.287,34.319,16.195,125.684,6.477,5.208,178.99,Light oil
121.838,77.021,118.733,13.166,114.535,105.241,34.375,15.905,125.627,6.479,5.244,178.99,Light oil
121.745,77.108,118.838,12.982,114.176,104.782,34.624,15.937,125.729,6.481,5.241,178.97,Light oil
121.942,77.083,118.566,12.984,114.372,105.182,34.422,16.089,125.634,6.48,5.234,178.98,Light oil
121.759,77.083,118.763,12.995,113.99,105.083,32.49,15.895,125.717,6.477,5.211,179.0,Light oil
121.773,77.103,118.89,13.118,113.876,104.798,33.881,15.506,125.711,6.481,5.245,178.97,Light oil
121.881,77.118,118.916,12.824,113.962,105.242,34.896,15.511,125.668,6.477,5.221,178.99,Light oil
121.94,77.072,118.927,13.221,113.884,105.453,34.02,15.788,125.787,6.472,5.252,178.99,Light oil
121.825,77.158,118.864,13.104,113.537,104.862,32.628,15.645,125.719,6.479,5.267,178.97,Light oil
121.939,77.155,118.794,13.108,113.786,105.227,33.365,15.937,125.793,6.477,5.247,178.98,Light oil
121.833,77.1,119.041,13.148,114.175,105.005,34.384,15.39,125.764,6.477,5.232,178.98,Light oil
121.82,77.122,118.976,13.235,113.668,104.856,34.483,15.652,125.792,6.483,5.226,178.97,Light oil
121.892,77.071,118.992,13.136,114.277,105.281,36.356,15.285,125.602,6.476,5.236,178.97,Light oil
121.858,77.063,118.915,13.28,114.273,105.14,35.411,15.665,125.724,6.473,5.246,178.99,Light oil
121.813,77.085,118.901,13.056,113.85,104.925,35.146,15.89,125.83,6.484,5.225,178.96,Light oil
121.916,77.102,118.865,13.342,113.726,105.241,34.171,15.937,125.757,6.482,5.232,178.97,Light oil
121.829,77.094,118.8,13.13,113.742,105.231,35.534,15.87,125.659,6.478,5.237,179.0,Light oil
121.79,77.06,118.985,13.03,113.968,105.164,34.138,15.341,125.674,6.482,5.254,178.97,Light oil
121.942,77.063,118.899,13.07,114.098,105.365,34.17,15.633,125.633,6.488,5.249,178.98,Light oil
121.89,77.073,119.031,13.194,113.928,105.249,34.447,15.291,125.647,6.481,5.238,178.99,Light oil
121.785,77.165,118.738,13.132,113.901,104.874,33.705,16.276,125.82,6.482,5.229,178.96,Light oil
121.935,77.073,118.848,12.823,114.311,105.395,33.846,15.432,125.603,6.481,5.235,178.97,Light oil
121.825,77.058,118.991,13.006,113.89,105.332,33.576,15.214,125.679,6.475,5.232,178.99,Light oil
121.814,77.113,118.738,13.247,113.134,104.985,35.026,16.211,125.758,6.483,5.236,178.97,Light oil
121.838,77.132,118.78,12.982,113.995,105.108,34.063,15.58,125.581,6.482,5.207,178.97,Light oil
121.852,77.0,118.604,13.154,114.195,105.312,34.349,16.258,125.716,6.475,5.246,179.0,Light oil
121.798,77.096,118.707,13.001,113.743,104.934,32.518,15.722,125.595,6.486,5.224,178.96,Light oil
121.967,77.009,118.55,13.035,114.248,105.565,31.899,16.373,125.767,6.485,5.235,178.97,Light oil
121.902,77.028,118.654,13.078,114.163,105.365,34.065,15.939,125.655,6.479,5.231,179.0,Light oil
121.781,77.089,118.748,13.127,113.901,104.894,33.762,15.861,125.687,6.481,5.25,178.97,Light oil
121.893,77.106,118.789,13.111,114.148,105.231,35.188,15.71,125.676,6.484,5.242,178.97,Light oil
121.881,77.02,118.668,13.267,114.718,105.446,31.888,16.108,125.655,6.481,5.225,179.0,Light oil
121.726,77.073,118.612,12.992,113.302,104.904,34.197,16.253,125.768,6.476,5.237,178.97,Light oil
121.885,77.045,118.776,13.172,114.129,105.278,33.28,15.469,125.61,6.478,5.222,178.97,Light oil
121.828,77.036,118.601,13.215,114.381,105.201,32.946,15.887,125.621,6.475,5.263,179.0,Light oil
121.781,77.028,118.553,13.063,113.453,105.014,34.001,16.258,125.64,6.484,5.22,178.97,Light oil
121.87,77.063,118.599,13.114,114.251,105.364,35.369,16.142,125.551,6.483,5.227,178.96,Light oil
121.866,77.027,118.687,13.304,114.56,105.436,34.204,15.559,125.452,6.482,5.219,179.0,Light oil
121.778,77.076,119.062,13.109,113.745,104.947,33.918,14.888,125.55,6.482,5.248,178.96,Light oil
121.846,77.025,118.733,13.122,114.224,105.021,33.759,15.78,125.661,6.479,5.23,178.96,Light oil
121.849,77.008,118.729,13.02,114.205,105.422,34.06,15.691,125.55,6.48,5.22,179.0,Light oil
121.722,77.022,118.614,13.114,113.451,104.933,33.621,15.935,125.659,6.475,5.237,178.96,Light oil
121.9,77.046,118.781,13.046,113.985,105.382,33.758,15.721,125.636,6.488,5.234,178.96,Light oil
121.812,77.024,118.794,12.931,114.581,105.194,33.621,15.952,125.701,6.479,5.221,179.0,Light oil
121.704,77.062,118.696,13.129,113.553,104.926,34.212,15.861,125.702,6.483,5.236,178.95,Light oil
121.844,77.046,118.712,13.007,114.258,105.345,32.191,15.243,125.522,6.481,5.232,178.95,Light oil
121.845,77.048,118.783,13.186,114.158,105.391,33.463,15.518,125.546,6.482,5.223,179.0,Light oil
121.665,77.121,118.705,13.023,114.142,104.79,32.159,15.758,125.626,6.482,5.231,178.96,Light oil
121.951,77.016,118.789,12.897,114.167,105.555,34.326,15.921,125.663,6.484,5.214,178.95,Light oil
121.832,77.011,118.668,12.963,114.41,105.27,32.459,15.926,125.685,6.482,5.245,179.0,Light oil
121.633,77.123,118.7,13.166,113.569,104.72,32.037,16.173,125.757,6.485,5.212,178.95,Light oil
121.815,77.099,118.7,13.088,114.163,105.259,33.638,15.651,125.55,6.48,5.24,178.95,Light oil
121.774,77.072,118.651,13.258,114.453,105.051,34.534,15.671,125.518,6.485,5.232,179.0,Light oil
121.734,77.058,118.73,12.931,113.845,104.819,33.121,15.604,125.615,6.48,5.239,178.95,Light oil
121.932,77.013,118.615,13.16,114.617,105.473,33.573,15.789,125.581,6.48,5.239,178.95,Light oil
121.791,77.026,118.621,12.876,114.912,105.285,34.212,15.9,125.581,6.478,5.208,179.0,Light oil
121.804,77.051,118.908,13.13,113.507,105.065,34.504,15.641,125.678,6.48,5.224,178.96,Light oil
121.81,77.05,118.671,13.22,114.108,105.133,33.636,16.017,125.689,6.479,5.25,178.95,Light oil
121.833,77.024,118.781,12.846,114.145,105.519,35.068,15.478,125.568,6.478,5.216,178.99,Light oil
121.73,77.056,118.678,13.006,113.831,104.909,35.085,15.935,125.647,6.476,5.257,178.96,Light oil
121.855,77.026,118.681,13.207,113.974,105.386,33.588,15.831,125.62,6.48,5.246,178.94,Light oil
121.845,77.03,118.824,13.131,113.999,105.412,33.997,16.073,125.789,6.477,5.247,179.0,Light oil
121.685,77.065,118.462,13.041,112.904,104.872,33.334,16.434,125.774,6.475,5.245,178.95,Light oil
121.913,77.048,118.878,13.14,114.202,105.357,33.584,15.522,125.618,6.476,5.229,178.94,Light oil
121.874,77.025,118.802,13.201,114.31,105.342,34.563,15.638,125.615,6.481,5.271,178.99,Light oil
121.626,77.099,118.796,13.138,113.78,104.626,34.781,16.143,125.803,6.483,5.224,178.95,Light oil
121.889,76.993,118.748,13.142,114.361,105.431,33.604,15.584,125.532,6.482,5.214,178.93,Light oil
121.786,77.029,118.602,13.021,114.402,105.354,33.572,15.906,125.575,6.483,5.239,178.99,Light oil
121.716,77.017,118.854,13.216,113.434,104.971,34.839,15.813,125.707,6.476,5.268,178.95,Light oil
121.832,77.058,118.81,13.257,114.038,105.306,34.425,15.725,125.636,6.481,5.226,178.94,Light oil
121.859,77.033,118.626,12.952,113.821,105.386,37.836,15.901,125.528,6.478,5.215,178.99,Light oil
121.735,77.029,118.82,12.965,113.678,104.946,33.793,15.759,125.682,6.479,5.22,178.96,Light oil
121.83,77.026,118.724,13.294,114.468,105.153,35.048,15.404,125.454,6.482,5.251,178.93,Light oil
121.811,77.015,118.725,13.31,114.597,105.194,32.283,16.152,125.789,6.484,5.212,179.0,Light oil
121.752,76.998,118.924,12.818,114.217,104.908,33.415,15.397,125.59,6.478,5.236,178.94,Light oil
121.907,77.007,118.699,13.247,114.367,105.449,36.625,15.865,125.537,6.482,5.24,178.93,Light oil
121.866,76.932,118.732,12.853,114.506,105.351,34.962,16.026,125.72,6.474,5.228,178.99,Light oil
121.669,77.067,118.75,13.183,113.485,104.931,34.42,15.948,125.619,6.476,5.242,178.95,Light oil
121.8,77.076,118.743,13.046,113.463,105.159,33.375,15.787,125.7,6.48,5.237,178.92,Light oil
121.84,77.003,118.531,13.095,114.373,105.386,33.83,15.963,125.586,6.484,5.237,179.0,Light oil
121.719,77.058,118.685,13.22,114.148,104.854,34.575,16.1,125.706,6.483,5.222,178.94,Light oil
121.817,77.014,118.659,12.994,114.242,105.262,35.187,16.119,125.649,6.474,5.233,178.93,Light oil
121.8,77.041,118.612,13.237,113.949,105.284,33.353,15.891,125.589,6.481,5.238,179.0,Light oil
121.671,77.009,118.746,13.174,113.87,104.979,35.788,15.688,125.461,6.485,5.232,178.94,Light oil
121.791,77.051,118.594,13.013,114.646,105.383,33.846,15.686,125.533,6.484,5.225,178.93,Light oil
121.787,76.99,118.7,13.095,114.569,105.327,33.832,15.409,125.491,6.478,5.217,179.0,Light oil
